"id","alias","descrip","other"
"FBXO11","FBX11, PRMT9, UBR6, UG063H01, VIT1","F-box protein 11","F-box only protein 11|protein arginine N-methyltransferase 9|ubiquitin protein ligase E3 component n-recognin 6|vitiligo-associated protein 1|vitiligo-associated protein VIT-1"
"CHD9","AD013, CHD-9, CReMM, KISH2, PRIC320","chromodomain helicase DNA binding protein 9","ATP-dependent helicase CHD9|PPAR-alpha-interacting complex protein 320 kDa|PPAR{gamma}-interacting cofactor 320 kDa|chromatin remodeling factor CHROM1|chromatin-related mesenchymal modulator|chromatin-remodeling factor CHROM1|chromodomain-helicase-DNA-binding protein 9|ciprofibrate bound protein p240|kismet homolog 2|peroxisomal proliferator-activated receptor A-interacting complex 320 kDa protein|proteinx0008"
"FHOD3","FHOS2, Formactin2","formin homology 2 domain containing 3","FH1/FH2 domain-containing protein 3|formactin-2|formin homolog overexpressed in spleen 2|hFHOS2"
"OPA3","MGA3","optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)","Optic atrophy 3 (Iraqi-Jewish 'optic atrophy plus')|optic atrophy 3 protein"
"SPG11","KIAA1840","spastic paraplegia 11 (autosomal recessive)","colorectal carcinoma-associated protein|spastic paraplegia 11 protein|spatacsin"
"PROSER1","C13orf23","proline and serine rich 1","proline and serine-rich protein 1"
"ARMC9","ARM, KU-MEL-1, NS21","armadillo repeat containing 9","armadillo/beta-catenin-like repeats|lisH domain-containing protein ARMC9|melanoma/melanocyte specific protein KU-MEL-1|melanoma/melanocyte-specific tumor antigen KU-MEL-1"
"NUP214","CAIN, CAN, D9S46E, N214, p250","nucleoporin 214kDa","CAN protein, putative oncogene|nuclear pore complex protein Nup214"
"CCDC92","","coiled-coil domain containing 92","coiled-coil domain-containing protein 92|limkain beta 2|limkain beta-2"
"TM2D3","BLP2","TM2 domain containing 3","BBP-like protein 2|TM2 domain-containing protein 3|beta-amyloid-binding protein-like protein 2"
"RUNX1-IT1","C21orf96","RUNX1 intronic transcript 1","RUNX1 intronic transcript 1 (non-protein coding)"
"ALPK1","8430410J10Rik, LAK","alpha-kinase 1","alpha-protein kinase 1|chromosome 4 kinase|lymphocyte alpha-kinase|lymphocyte alpha-protein kinase"
"CFAP43","C10orf79, WDR96, bA373N18.2","cilia and flagella associated protein 43","WD repeat domain 96|WD repeat-containing protein 96|WD repeat-containing protein C10orf79|cilia- and flagella-associated protein 43"
"NAA50","MAK3, NAT13, NAT13P, NAT5, NAT5P, SAN","N(alpha)-acetyltransferase 50, NatE catalytic subunit","N-acetyltransferase 13 (GCN5-related)|N-acetyltransferase 5|N-acetyltransferase san homolog|N-alpha-acetyltransferase 50|N-alpha-acetyltransferase 50, NatE catalytic subunit|natE catalytic subunit"
"COQ10B","","coenzyme Q10 homolog B (S. cerevisiae)","coenzyme Q-binding protein COQ10 homolog B, mitochondrial"
"LHX3","CPHD3, LIM3, M2-LHX3","LIM homeobox 3","LIM homeobox protein 3|LIM/homeobox protein Lhx3|LIM/homeodomain protein LHX3"
"ACSF2","ACSMW, AVYV493","acyl-CoA synthetase family member 2","PPARG binding, long chain fatty acid acyl Co-A ligase like|acyl-CoA synthetase family member 2, mitochondrial"
"TARS2","COXPD21, TARSL1, thrRS","threonyl-tRNA synthetase 2, mitochondrial (putative)","threonine--tRNA ligase, mitochondrial|threonyl-tRNA synthetase-like 1"
"RAB11FIP1","NOEL1A, RCP, rab11-FIP1","RAB11 family interacting protein 1 (class I)","RAB11 coupling protein|Rab effector protein|Rab-interacting recycling protein|rab11 family-interacting protein 1"
"NUBPL","C14orf127, IND1, huInd1","nucleotide binding protein-like","IND1 homolog|iron-sulfur protein NUBPL|iron-sulfur protein required for NADH dehydrogenase"
"PAAF1","PAAF, Rpn14, WDR71","proteasomal ATPase-associated factor 1","WD repeat domain 71|WD repeat-containing protein 71"
"ORAI2","C7orf19, CBCIP2, MEM142B, TMEM142B","ORAI calcium release-activated calcium modulator 2","CAP-binding protein complex interacting protein 2|CAP-binding protein complex-interacting protein 2|H_NH0514P08.8|protein orai-2|putative protein ORAI2-2|transmembrane protein 142B"
"RUFY1","RABIP4, ZFYVE12","RUN and FYVE domain containing 1","FYVE-finger protein EIP1|RUN and FYVE domain-containing protein 1|la-binding protein 1|rab4-interacting protein|zinc finger FYVE domain-containing protein 12"
"CXorf21","","chromosome X open reading frame 21","5430427O19Rik|uncharacterized protein CXorf21"
"WDR26","CDW2, GID7, MIP2","WD repeat domain 26","CUL4- and DDB1-associated WDR protein 2|GID complex subunit 7 homolog|WD repeat-containing protein 26|myocardial ischemic preconditioning up-regulated protein 2|myocardial ischemic preconditioning upregulated protein 2"
"FAAP100","C17orf70","Fanconi anemia core complex associated protein 100","Fanconi anemia associated protein 100 kDa subunit|Fanconi anemia core complex 100 kDa subunit|Fanconi anemia-associated protein of 100 kDa|Fanconi anemia-associated protein, 100kDa"
"PIGZ","GPI-MT-IV, PIG-Z, SMP3","phosphatidylinositol glycan anchor biosynthesis, class Z","GPI mannosyltransferase 4|GPI mannosyltransferase IV|SMP3 mannosyltransferase|dol-P-Man dependent GPI mannosyltransferase|phosphatidylinositol glycan, class Z|phosphatidylinositol-glycan biosynthesis class Z protein"
"PREX2","6230420N16Rik, DEP.2, DEPDC2, P-REX2, PPP1R129","phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2","DEP domain-containing protein 2|PtdIns(3,4,5)-dependent Rac exchanger 2|phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 2 protein|protein phosphatase 1, regulatory subunit 129"
"CEP63","SCKL6","centrosomal protein 63kDa","centrosomal protein of 63 kDa|centrosome protein CEP63"
"SLC35F5","","solute carrier family 35, member F5","HCV NS5A-transactivated protein 3|hepatitis C virus NS5A-transactivated protein 3|solute carrier family 35 member F5"
"FAM214B","KIAA1539, P1.11659_5, bA182N22.6","family with sequence similarity 214, member B","protein FAM214B"
"EFHC2","MRX74, dJ1158H2.1","EF-hand domain (C-terminal) containing 2","EF-hand domain-containing family member C2|mental retardation, X-linked 74"
"C16orf70","C16orf6, LIN10, lin-10","chromosome 16 open reading frame 70","UPF0183 protein C16orf70|lin-10 homolog"
"TRIM45","RNF99","tripartite motif containing 45","ring finger protein 99|tripartite motif-containing 45|tripartite motif-containing protein 45"
"ZNF430","","zinc finger protein 430",""
"EDEM3","C1orf22","ER degradation enhancer, mannosidase alpha-like 3","ER degradation-enhancing -mannosidase-like protein 3|ER degradation-enhancing alpha-mannosidase-like 3|ER degradation-enhancing alpha-mannosidase-like protein 3|alpha-1,2-mannosidase EDEM3"
"HSD3B7","CBAS1, PFIC4, SDR11E3","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7","3 beta-hydroxy-delta 5-C27-steroid oxidoreductase|3 beta-hydroxysteroid dehydrogenase type 7|3 beta-hydroxysteroid dehydrogenase type VII|3-beta-HSD VII|3-beta-hydroxy-Delta(5)-C27 steroid oxidoreductase|C(27)-3BETA-HSD|c(27) 3-beta-HSD|cholest-5-ene-3-beta,7-alpha-diol 3-beta-dehydrogenase|short chain dehydrogenase/reductase family 11E, member 3"
"STAM","STAM-11, STAM","signal transducing adaptor molecule (SH3 domain and ITAM motif) 1","HSE1 homolog|signal transducing adapter molecule 1"
"ITPKC","IP3-3KC, IP3KC","inositol-trisphosphate 3-kinase C","IP3 3-kinase C|IP3K C|InsP 3 kinase C|inositol 1,4,5-trisphosphate 3-kinase C|insP 3-kinase C"
"GRPEL1","HMGE","GrpE-like 1, mitochondrial (E. coli)","GrpE-like protein cochaperone|grpE protein homolog 1, mitochondrial|mt-GrpE#1"
"SCUBE1","","signal peptide, CUB domain, EGF-like 1","signal peptide, CUB and EGF-like domain-containing protein 1|signal peptide-CUB domain-EGF-related 1"
"CDK5RAP3","C53, HSF-27, IC53, LZAP, MST016, OK/SW-cl.114, PP1553","CDK5 regulatory subunit associated protein 3","CDK5 regulatory subunit associated protein IC53-2|CDK5 regulatory subunit-associated protein 3|LXXLL/leucine-zipper-containing ARF-binding protein|LXXLL/leucine-zipper-containing ARFbinding protein|ischemic heart CDK5 activator-binding protein C53"
"MLLT10","AF10","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10","ALL1-fused gene from chromosome 10 protein|protein AF-10|type I AF10 protein|type III AF10 protein|type IV AF10 protein"
"CUBN","IFCR, MGA1, gp280","cubilin (intrinsic factor-cobalamin receptor)","460 kDa receptor|cubilin|cubilin precursor variant 1|cubilin precursor variant 2|intestinal intrinsic factor receptor|intrinsic factor-vitamin B12 receptor"
"MTERF2","MTERFD3, mTERFL","mitochondrial transcription termination factor 2","MTERF domain containing 3|mTERF domain-containing protein 3, mitochondrial|mitochondrial transcription termination factor-like protein|transcription termination factor 2, mitochondrial"
"CCDC6","D10S170, H4, PTC, TPC, TST1","coiled-coil domain containing 6","coiled-coil domain-containing protein 6|papillary thyroid carcinoma-encoded protein"
"PLEKHO2","PLEKHQ1, PP1628, pp9099","pleckstrin homology domain containing, family O member 2","PH domain-containing family O member 2|PH domain-containing family Q member 1|PH domain-containing protein|pleckstrin homology domain containing, family Q member 1|pleckstrin homology domain-containing family O member 2|pleckstrin homology domain-containing family Q member 1"
"EFHD1","MST133, MSTP133, PP3051, SWS2","EF-hand domain family, member D1","EF-hand domain-containing protein 1|EF-hand domain-containing protein D1|swiprosin-2"
"C2orf44","PP384, WDCP","chromosome 2 open reading frame 44","WD repeat and coiled-coil-containing protein C2orf44|WD repeat-containing protein C2orf44"
"TRABD","LP6054, PP2447","TraB domain containing","traB domain-containing protein"
"MED28","1500003D12Rik, EG1, magicin","mediator complex subunit 28","endothelial-derived gene 1|endothelial-derived protein 1|mediator of RNA polymerase II transcription subunit 28|mediator of RNA polymerase II transcription, subunit 28 homolog|merlin and Grb2-interacting cytoskeletal protein|tumor angiogenesis marker EG-1"
"FER1L4","C20orf124","fer-1-like family member 4, pseudogene (functional)","fer-1-like 4, pseudogene (functional)"
"FLAD1","FAD1, FADS, PP591","flavin adenine dinucleotide synthetase 1","FAD pyrophosphorylase|FAD synthase|FAD synthetase|FAD-synthetase|FAD1 flavin adenine dinucleotide synthetase homolog|FMN adenylyltransferase|Fad1, flavin adenine dinucleotide synthetase, homolog|flavin adenine dinucleotide synthase"
"SPHKAP","SKIP","SPHK1 interactor, AKAP domain containing","A-kinase anchor protein SPHKAP|SPHK1 (sphingosine kinase type 1) interacting protein|SPHK1-interactor and AKAP domain-containing protein|sphingosine kinase type 1-interacting protein"
"PDGFD","IEGF, MSTP036, SCDGF-B, SCDGFB","platelet derived growth factor D","PDGF-D|iris-expressed growth factor|platelet-derived growth factor D|spinal cord derived growth factor B|spinal cord-derived growth factor B|spinal cord-derived growth factor-B"
"NCOA4","ARA70, ELE1, PTC3, RFG","nuclear receptor coactivator 4","70 kDa AR-activator|70 kDa androgen receptor coactivator|NCoA-4|RET-activating gene ELE1|androgen receptor-associated protein of 70 kDa|ret fused"
"KLHL15","HEL-S-305","kelch-like family member 15","epididymis secretory protein Li 305|kelch-like 15|kelch-like protein 15"
"TET1","CXXC6, LCX, MLL-TET1-MLL, bA119F7.1, TET1","tet methylcytosine dioxygenase 1","CXXC finger 6|CXXC zinc finger 6|CXXC-type zinc finger protein 6|TET1 splice variant VP_DE4|TET1 splice variant VP_DE456|leukemia-associated protein with a CXXC domain|methylcytosine dioxygenase TET1|ten-eleven translocation 1 gene protein|ten-eleven translocation-1|tet oncogene 1"
"LRRC27","","leucine rich repeat containing 27","leucine-rich repeat-containing protein 27"
"EPC1","Epl1","enhancer of polycomb homolog 1 (Drosophila)","enhancer of polycomb homolog 1"
"CPEB4","CPE-BP4, hCPEB-4","cytoplasmic polyadenylation element binding protein 4","CPE-binding protein 4|cytoplasmic polyadenylation element-binding protein 4"
"PPP1R2P9","I-4","protein phosphatase 1, regulatory (inhibitor) subunit 2 pseudogene 9","type 1 protein phosphatase inhibitor"
"ZKSCAN3","ZF47, ZFP306, ZNF306, ZNF309, ZSCAN13, ZSCAN35, Zfp47, dJ874C20.1, dJ874C20.1., zfp-47","zinc finger with KRAB and SCAN domains 3","zinc finger and SCAN domain-containing protein 13|zinc finger protein 306|zinc finger protein 309|zinc finger protein 47 homolog|zinc finger protein with KRAB and SCAN domains 3|zinc finger protein zfp47"
"GKAP1","FKSG21, GKAP42","G kinase anchoring protein 1","G kinase-anchoring protein 1|cGMP-dependent protein kinase anchoring protein 42kDa|cGMP-dependent protein kinase-anchoring protein of 42 kDa|protein kinase anchoring protein GKAP42"
"CXXC4","IDAX","CXXC finger protein 4","CXXC finger 4|CXXC-type zinc finger protein 4|Dvl-binding protein IDAX (inhibition of the Dvl and Axin complex)|inhibition of the Dvl and axin complex protein"
"SP6","EPFN, EPIPROFIN, KLF14","Sp6 transcription factor","Kruppel-like factor 14|krueppel-like factor 14|transcription factor Sp6"
"CEP70","BITE","centrosomal protein 70kDa","centrosomal protein of 70 kDa|p10-binding protein"
"CCDC68","SE57-1","coiled-coil domain containing 68","CTCL tumor antigen se57-1|CTCL-associated antigen se57-1|coiled-coil domain-containing protein 68|cutaneous T-cell lymphoma associated antigen|cutaneous T-cell lymphoma-associated antigen se57-1"
"PUS1","MLASA1","pseudouridylate synthase 1","mitochondrial tRNA pseudouridine synthase A|tRNA pseudouridine synthase A, mitochondrial|tRNA pseudouridine(38-40) synthase|tRNA pseudouridylate synthase I|tRNA uridine isomerase I|tRNA-uridine isomerase I"
"ABTB1","BPOZ, BTB3, BTBD21, EF1ABP, PP2259","ankyrin repeat and BTB (POZ) domain containing 1","ankyrin repeat and BTB/POZ domain-containing protein 1|elongation factor 1A-binding protein"
"WNT10A","OODD, SSPS, STHAG4","wingless-type MMTV integration site family, member 10A","protein Wnt-10a"
"ULBP2","ALCAN-alpha, N2DL2, NKG2DL2, RAET1H","UL16 binding protein 2","NKG2D ligand 2|retinoic acid early transcript 1H"
"ULBP1","RAET1I","UL16 binding protein 1","N2DL-1|NKG2D ligand 1|NKG2DL1|UL16-binding protein 1|alcan-beta|retinoic acid early transcript 1I"
"DNAJC5","CLN4, CLN4B, CSPA, NCL, mir-941-2, mir-941-3, mir-941-4, mir-941-5, DNAJC5","DnaJ (Hsp40) homolog, subfamily C, member 5","cysteine string protein alpha|dnaJ homolog subfamily C member 5"
"ADAM33","C20orf153, DJ964F7.1","ADAM metallopeptidase domain 33","ADAM 33|a disintegrin and metalloprotease 33|a disintegrin and metalloproteinase domain 33|disintegrin and metalloproteinase domain-containing protein 33|disintegrin and reprolysin metalloproteinase family protein"
"KCNIP4","CALP, KCHIP4","Kv channel interacting protein 4","Kv channel-interacting protein 4|a-type potassium channel modulatory protein 4|calsenilin-like protein|potassium channel interacting protein 4|potassium channel-interacting protein 4"
"WDR82","MST107, MSTP107, PRO2730, PRO34047, SWD2, TMEM113A, WDR82","WD repeat domain 82","WD repeat-containing protein 82|transmembrane protein 113"
"PABPC1L","C20orf1191, dJ1069P2.3, ePAB, PABPC1L","poly(A) binding protein, cytoplasmic 1-like","polyadenylate-binding protein 1-like"
"PNPLA3","ADPN, C22orf20, iPLA(2)epsilon","patatin-like phospholipase domain containing 3","acylglycerol O-acyltransferase|adiponutrin|calcium-independent phospholipase A2-epsilon|iPLA2-epsilon|iPLA2epsilon|patatin-like phospholipase domain-containing protein 3"
"SLC25A16","D10S105E, GDA, GDC, HGT.1, ML7, hML7","solute carrier family 25 (mitochondrial carrier), member 16","graves disease autoantigen|graves disease carrier protein|mitochondrial solute carrier protein homolog|solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16|solute carrier family 25 member 16"
"BPIFB2","BPIL1, C20orf184, LPLUNC2, RYSR, dJ726C3.2","BPI fold containing family B, member 2","BPI fold-containing family B member 2|BPI-like 1|bactericidal/permeability-increasing protein-like 1|long palate, lung and nasal epithelium carcinoma-associated protein 2"
"TRAF3IP3","T3JAM","TRAF3 interacting protein 3","TRAF3 interacting Jun N terminal kinase (JNK) activating modulator|TRAF3-interacting JNK-activating modulator"
"SEL1L2","C20orf50","sel-1 suppressor of lin-12-like 2 (C. elegans)","protein sel-1 homolog 2|sel-1L2|suppressor of lin-12-like protein 2"
"DCAF11","GL014, PRO2389, WDR23","DDB1 and CUL4 associated factor 11","DDB1- and CUL4-associated factor 11|WD repeat domain 23|WD repeat-containing protein 23"
"ZSCAN16","ZNF392, ZNF435, dJ265C24.3","zinc finger and SCAN domain containing 16","zinc finger and SCAN domain-containing protein 16|zinc finger protein 392|zinc finger protein 435"
"REEP4","C8orf20, PP432","receptor accessory protein 4","receptor expression enhancing protein 4|receptor expression-enhancing protein 4"
"COASY","DPCK, NBIA6, NBP, PPAT, UKR1, pOV-2","CoA synthase","bifunctional coenzyme A synthase|bifunctional phosphopantetheine adenylyl transferase/dephospho CoA kinase|nucleotide binding protein|phosphopantetheine adenylyltransferase / dephosphocoenzyme A kinase"
"WDR61","REC14, SKI8","WD repeat domain 61","SKI8 homolog|WD repeat-containing protein 61|meiotic recombination REC14 protein homolog|recombination protein REC14"
"LPAL2","APOA2, APOAL, APOARGC, apo(a)rg-C","lipoprotein, Lp(a)-like 2, pseudogene","apolipoprotein (a) related gene C|apolipoprotein A-II"
"TNKS2","ARTD6, PARP-5b, PARP-5c, PARP5B, PARP5C, TANK2, TNKL, pART6","tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2","ADP-ribosyltransferase diphtheria toxin-like 6|TNKS-2|TRF1-interacting ankyrin-related ADP-ribose polymerase 2|poly [ADP-ribose] polymerase 5B|tankyrase 2|tankyrase II|tankyrase-2|tankyrase-like protein|tankyrase-related protein"
"RNF39","HZF, HZFW, LIRF","ring finger protein 39","LTP (long-term potentiation) induced RING finger protein|RING finger protein 39|protein HZFw"
"SHOC2","SIAA0862, SOC2, SUR8","soc-2 suppressor of clear homolog (C. elegans)","leucine-rich repeat protein SHOC-2"
"PDCD1LG2","B7DC, Btdc, CD273, PD-L2, PDCD1L2, PDL2, bA574F11.2","programmed cell death 1 ligand 2","B7 dendritic cell molecule|B7-DC|PD-1 ligand 2|PD-1-ligand 2|PDCD1 ligand 2|butyrophilin B7-DC|programmed death ligand 2"
"ADAM12","ADAM12-OT1, CAR10, MCMP, MCMPMltna, MLTN, MLTNA","ADAM metallopeptidase domain 12","disintegrin and metalloproteinase domain-containing protein 12|meltrin-alpha|metalloprotease-disintegrin 12 transmembrane"
"CD276","4Ig-B7-H3, B7-H3, B7H3, B7RP-2","CD276 molecule","B7 homolog 3|CD276 antigen|costimulatory molecule"
"RASSF7","C11orf13, HRAS1, HRC1","Ras association (RalGDS/AF-6) domain family (N-terminal) member 7","HRAS1-related cluster protein 1|HRAS1-related cluster-1|Ras association (RalGDS/AF-6) domain family 7|ras association domain-containing protein 7"
"CSRP3","CLP, CMD1M, CMH12, CRP3, LMO4, MLP","cysteine and glycine-rich protein 3 (cardiac LIM protein)","LIM domain only 4|cardiac LIM domain protein|cysteine and glycine-rich protein 3|muscle lim protein isoform"
